name,description,address,picture,city,activities_category
Cheongwadae Sarangchae,"Introduction
Cheongwadae Sarangchae is a space to learn about Korean culture and the history of former Korean presidents. The area is comprised of a planned exhibition hall where various special exhibitions are held. Korea Tourism Exhibit Hall and a special hall with hidden stories of Cheong Wa Dae are on the first floor, while Cheongwadae Hall which introduces former Korean presidents and Citizens Communication Experience Hall which presents government online contents are on the second floor.

Managing Organization
Korea Tourism Organization

Structure Size
Site area (4,116㎡): 1st floor (1,462.31m²). 2nd floor (1,517.31m²). Basement (1,137.36m²)

Program Information
Educational program for elementary school students: ‘I am the future president’
Every Wednesday 15:00 and Saturday 9:30 (approx. 2 hour program).
Reservation through the official website required.","45 Hyoja-ro 13-gil, Cheongunhyoja-dong, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/54cdc6d04adf7344c43ff4b254630477/5E10F10E/t51.2885-15/e35/44882397_2199503573708014_1403116401452681918_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=110,Seoul,Historic sites
Namsan Cable Car,"Introduction
Namsan Cable Car runs from the base of Namsan Mountain up to Namsan Seoul Tower, one of the most representative tourist attractions in Seoul, loved by tourists and residents alike. The new cable cars, which have been in operation since December 6, 2008, have an increased capacity of 48 people per car (up from 38). Unlike the older cars, the new cable cars have glass on all four sides, giving riders a wider view of the surrounding cityscape.

Approximately 50,000 people ride Namsan Cable Car each month. Visitors who are looking for a more tranquil tour are advised to go in the morning. For both a daytime and nighttime view of Seoul and the tower, take the cable car up the mountain in the late afternoon and come back down in the early evening.

To get to the cable car without having to walk too much, take Namsan Oreumi (Namsan outdoor elevator). Namsan Oreumi is the first inclined outdoor elevator in Korea. It runs a distance of 140m from the entrance of Namsan 3rd Tunnel to the parking lot of Namsan Cable Car and only takes about two minutes, as opposed to a 20 minutewalk. The maximum capacity is 20 people and operating hours are 10:00-23:30 to match the operatings of Namsan Cable Car.","Namsan, Hoehyeon-dong, Seoul",https://scontent-cdg2-1.cdninstagram.com/vp/59dca04d0b8c979220e8a352a0a2a1a7/5E0A6B6D/t51.2885-15/e35/16123972_402819120065635_2382951355942699008_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=107,Seoul,Landmarks
Jogyesa Temple,"Introduction
As the main temple as well as the district head temple of Jogye order in Seoul, Jogyesa Temple is the center of Korean Buddhism. The temple was built in the late 14th century during the Goryeo period and was once turned into ashes due to fire and was rebuilt under the name of Gackhwangsa Temple in 1910 with the effort of many respectful monks, namely Han Yong-un and Lee Hee-gwang. The temple was given a role as the head temple of Korea’s Buddhism and renamed to Tegosa Temple in 1936. In 1954, a purification drive took place to eliminate Japanese influence and revive traditional Buddhism, which established the present day Jogyesa Temple as a result.

Jogyesa Temple plays an important role in Korean Buddhism as the head temple of Jogye order. Jogyesa Temple’s Dharma Hall serves as the main venue for several Buddhist events, holding rituals, lectures, ceremonies, and other events all year long. The annual lantern festival in celebration of Buddhist’s birthday also takes place at this temple.","55 Ujeongguk-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/59f1802ff936ffcf432c5f7b1cdf9965/5DF6997F/t51.2885-15/e35/14533486_220678038369449_5320211581949181952_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=105,Seoul,Landmarks
Yeouido Hangang Park,"Introduction
Situated in Yeouido, the heart of politics, media, banking and finance, Yeouido Hangang Park is easily accessible via public transportation. As one of the most popular parks along Hangang River, the park attracts many visitors, residents, and office workers.

The park offers exciting events year-round: the Yeouido Cherry Blossom Festival in the spring, the World Fireworks Festival in the fall, as well as concerts, and marathons. Well-preserved natural areas such as Bamseom and Yeouido Saetgang Tributary provide visitors with an opportunity to learn about nature and ecology. In addition, thanks to the Hangang Renaissance Project, the park is full of new attractions: the Water Light Square, Waterside Fountains, the Waterside Stage, Festival Land, the Piano Waterway, Waterfalls of Light, the Yacht Marina, and more.","330 Yeouidong-ro, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/5aecef394a45683c51ba4fd46a4c87d9/5E147F51/t51.2885-15/e35/67547022_135286301048456_3785968372605317180_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=108,Seoul,Parks & Gardens
Lotte World,"Introduction
Operated by Lotte Group, Lotte World is the perfect spot for entertainment and sightseeing for Koreans and international tourists alike. It is a theme park filled with thrilling rides, an ice rink and different kinds of parades, as well as a folk museum, a lake, accommodations, department stores and more. Lotte World is divided into Lotte World Adventure, a world themed indoor area, and Magic Island theme outdoors, next to Seokchonhosu Lake.

Lotte World Adventure has districts representing different countries with various kinds of facilities and souvenir shops. You can enjoy watching parades, numerous films, laser shows, and tasting a variety of international cuisines year-round. Lotte World Adventure is the largest indoor amusement park in the world. The Folk Museum is also one of the most popular museums among international visitors. Folk cultural items on display date back 5,000 years in Korean history. The museum also features miniature villages and a playground. The museum layout was arranged to attract visitors' attention and the displays are easily understandable. In addition, audio-visual devices are provided to make one's visit even more enjoyable. Lotte World Garden Stage presents various themed musicals to match each season and Lotte World Star Avenue is the perfect place to experience Korean stars and the entertainment world.","240 Olympic-ro, Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/65a4a817fbd861aa8a805643f040f4ea/5DF71680/t51.2885-15/e35/p1080x1080/69120551_2965126276862426_5815080427044365454_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=102,Seoul,Shopping area & Mall
Daelim Museum,"Introduction
The Daelim Museum, founded by the Daelim Group, was first established in Daejeon in 1996 and later moved to Jongno, Seoul in 2002. The art gallery studies, analyzes, and presents modern art through the lens of photography and holds exhibitions centered around photo media.

The museum is located in the residential area of Tongui-dong, near the time-honored Gyeongbokgung Palace. The museum, which was designed by French architect, Vincent Cornu, and built by the Daelim Corporation, opened its door to the public in late May, 2002.

On the first floor, there is a garden, parking lot, reception desk, storage area, and conference room. On the second and third floor are offices and a 180-pyeong (approx. 595m²) exhibition hall consisting of small and large rooms, a long gallery, and a special high-ceilinged exhibition space. On the fourth floor, there is a seminar room that can seat up to 120 guests and a balcony with a beautiful view. From the balcony of the seminar room, you may enjoy a wide open view of Inwangsan Mt. and Bukhansan Mt. The stained glass panels (designed to reflect the beauty of Korean traditional cloth) and the scenic lounges on the 2nd and 3rd floors of the building add to the overall charm.

Above all else, the museum was designed with consideration of the photos, which are very sensitive to humidity, light, and temperature.

Industry Information
1) Balance between artistry and popularity
2) Introduction to Korea about the art of domestic and international photography
3) Regional art work support / Jazz Concert
4) Related program to Gyeongbokgung Palace","21 Jahamun-ro 4-gil, Tongui-dong, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/66ef22a2101ce82372e1782398d6302a/5E092D95/t51.2885-15/e35/s1080x1080/69170182_922115704807605_6357560315065661399_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=109,Seoul,Art museums
Korea House,"Introduction
The Korea House was opened in 1981. It is a traditional Korean building that introduces the culture and lifestyle of Koreans, where you can experience traditional architecture and a classical atmosphere. The building was built in the style of the Joseon Dynasty's Jagyeong-jeon building at the Gyeongbok Palace. It is the only building built in the traditional architectural style. You will feel its antiquity as you enter the building.

It is divided into the Haerin-gwan (a space for people to get acquainted with each other), the Traditional Theater, and three annex buildings (Munhyang-ru, Nokeum-jeong and Cheongwu-jeong). At Haerin-gwan, you can enjoy traditional music at Garak-dang and try traditional food at Sohwa-dang. In the square of Garak-dang you can view a traditional wedding (on the weekends) or people playing folk games. Also, at the Traditional Theater, about 156 seats are available, and in the afternoons Human Cultural Assets or members of the National Center for Korean Traditional Performing Arts and the National Corps members present traditional music and dances. Sinayui, Salpuri, Pansori, the Drum Dance and the Bongsan Mask Dance are the most popular programs for foreigners. The programs are all explained in English and Japanese.

In the Cultural Gift Shop you can view various crafts made by traditional craftsmen. It is always open and the crafts are for sale as well. There are pottery, ceramics, golden crafts, knots and embroidery etc; approximately 500 pieces of artwork made by craftsmen from 20 different fields. Next to the House of Korea is the Namsan-gol Hanok Village where visitors can explore traditional houses.","36gil, 10 Toegye-ro, Hoehyeon-dong, Jung-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/675ea68f184bc20259a0cbaacc35364f/5E0FB328/t51.2885-15/e35/66452411_157242568775774_822967131759269905_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=102,Seoul,Historic sites
Achasan Mountain,"Introduction
Achasan Mountain (alt. 295.7 m) stretches from Seoul to Guri City and is an extremely popular hiking spot for residents of Seoul, Guri City and the surrounding area. Towards the top of the mountain (about 40 minutes into the climb) a panoramic view of the Hangang River and Seoul unfolds from atop the mountain.

During the Joseon Dynasty, the current day Bonghwa and Yongmabong Peak and the Manguri Cemetery were considered part of Achasan Mountain. Twenty bastions were discovered along Achasan Mountain that were originally estimated to date back to the Three Kingdoms Era. Further research indicated that some of the remains were actually part of a military fortress built during the Goguryeo Era. In light of these findings, it was officially designated a Historic Site No. 455 (2004).

Hiking Course
▲ Course1 (Duration: 1hr, 30min): Achasan Ecological Park → Pine Tree Forest → Achasanseong Fortress → Nakta Gogae Pass → Chinsu Valley → Achasan Management Office → Meeting place

▲ Course 2 (Duration: 2 hours): Meeting place → Nakta Gogae Pass → Goguryeojeong → Haemaji Square → Summit → Daeseongam Hermitage → Nakta Gogae Pass → Chinsu Valley → Meeting place

▲ Course 3 (Duration: 2hrs, 30min): Meeting place → Achasan Management Office → Chinsu Valley → Goguryeojeong → Summit → Yongmasan Mt. → Ppeongtwigigol Valley

▲ Course 4 (Duration: 2hrs, 30min): Meeting place → Pine Tree Forest → Nakta Gogae Pass → Goguryeojeong → Daeseongam Hermitage → Summit → Ancient Fortress Site No. 4 → Gingorang","Gwangjang-dong, Gwangjin-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/72c2dfde1c30ba18389998b77b5b947e/5E05D671/t51.2885-15/e35/54447061_650953461994255_3605614861187741566_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=107,Seoul,Parks & Gardens
National Museum of Korea,"Introduction
The National Museum of Korea is located about 1.5 km away from Yongsan Station. It is the largest museum in Korea and houses precious Korean cultural assets that tell the story of Korea’s fascinating history, from ancient times to the modern era.

The museum is also close to Yongsan Family Park, a grassy wooded park with a pond that serves as a natural habitat for various species of birds, as well as over 80 different kinds of trees. The War Memorial of Korea, also nearby, is located next to Samgakji Station, and 1 km from Yongsan Station. It displays a vast collection of wartime relics.

In addition to galleries with a wide array of national and international pieces, the National Museum of Korea is the stage for a number of cultural activities related to collection, preservation, research and analysis, social training, academic publications, intercultural exchange programs, concerts, and more.

Visitors of all ages get the opportunity to participate in a number of educational events and quality cultural programs. For those who prefer to tour at a leisurely pace, the museum grounds have a number of environmentally friendly spaces and rest areas.


* Mobile Services
The National Museum of Korea offers a state-of-the-art digital guide service to provide a more enjoyable tour of the museum. The digital guide service has a bookmark function and a search function that can be used to obtain more detailed information on specific pieces.
1. Digital Guides are available to visitors aged 14 and over who are able to present a valid ID.
2. Rental Fees: PDA - 3,000 won / MP3 - 1,000 won
3. Rental reservations must be made online 1 day prior to visit (maximum 5 rentals allowed per person).
* Rentals are provided on the day of visit, only after applying for membership.","137 Seobinggo-ro, Hangangno-dong, Yongsan-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/7572345e77a79c32b7a779fb6733c3be/5E0B27E8/t51.2885-15/e35/19761942_836260186543551_7892551393414742016_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=103,Seoul,Landmarks
Goto Mall (Gangnam Terminal Underground Shopping Center),"Introduction
Gangnam Terminal Underground Shopping Center is often called ""Goto mall"" in short, and is connected to one of the major subway transfer stations at which Seoul subway lines 3, 7 and 9 operate. Over 600 stores are lined up on both sides of the two long, parallel corridors featuring clothing, fashion accessories, interior products, flowers and dining.","South Korea, Seoul Seocho-gu 잠원동",https://scontent-cdg2-1.cdninstagram.com/vp/7612c098f1bedfb767b9312af581d483/5E3BC9FF/t51.2885-15/e35/s1080x1080/66781401_1249809321865188_5166930473502949483_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=100,Seoul,Shopping area & Mall
Dongdaemun Shopping Complex,"Introduction
Dongdaemun Shopping Complex is one of Korea’s most well-known markets. It was founded in December 1970 as the largest of its kind in Asia and has maintained that status for the last 40 years. Browsing the plethora of shops, you can find fabric and clothing following all the latest global fashion trends. Dongdaemun Shopping Complex continues to build up its reputation as a hub of international design.","266 Jong-ro, Jongno 6(yuk)-ga, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/7b07422cd3ad17b825e6673a93e419fd/5E120401/t51.2885-15/e35/p1080x1080/69943106_129255021727163_3877311510013582314_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=111,Seoul,Shopping area & Mall
Dongdaemun History & Culture Park,"Introduction
At Dongdaemun History & Culture Park, traditional buildings and cutting-edge modern cultural facilities come together harmoniously. Seoul Fortress, Yigansumun Water Gate, Dongdaemun History Museum 1398, Dongdaemun Excavation Site Exhibition Hall, Dongdaemun Stadium Memorial, an event hall, and design gallery can all be found within the park.

During the construction work of the park, remains and relics were unearthed, including Yigansumun Water Gate and Chiseong (the first defense facility found) of Seoul Fortress, 44 buildings sites from as early as the Joseon Dynasty including Hadogamteo Site (military training ground), and 1,000 relics including Joseon Baekja (white porcelain of the Joseon Dynasty) and Buncheong Sagi (grayish blue powdered ceramics) from the early Joseon Dynasty through the Japanese colonial rule period.

Dongdaemun History & Culture Park has a role almost akin to that of a historical culture theme park where one can see the living history of Seoul through exhibitions and events showcasing contemporary design and culture. It also serves as a resting area for the people.","15 Deoksugung-gil, Seosomun-dong, Jung-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/7f8122c44bd23978ba1b3a17c37cc67f/5DF747ED/t51.2885-15/e35/p1080x1080/69717365_101806447823540_6589568730277156625_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=108,Seoul,Parks & Gardens
Dongdaemun Gate (Heunginjimun),"Introduction
Heunginjimun Gate was built to protect Hanseongbu, which historically housed important government facilities. Heunginjimun Gate was the gate on the east side of the outer wall of Seoul Fortress among eight gates. It is referred to as Dongdaemun Gate as well. The gate was constructed during King Taejo’s 5th year in 1396, remodeled during the reign of King Danjong in 1453 and was newly built in 1869 during the sixth year of King Gojong’s reign in 1869.

The gate features a hipped roof which has five front compartments and two side compartments on a two-storied building. The thin and weak bracket system supports the eaves and is excessively decorated, reflecting the construction features of the late Joseon period. Also, outside of the fortress is the half-circle shaped Ongseong, a small wall, to protect the gate.

One of the unique factors of Heunginjimun Gate is that it is the only gate among Seoul’s eight to have Ongseong, further exhibiting the style of construction used during the late Joseon period as well.","288 Jong-ro, Jongno 6(yuk)-ga, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/8170a1dd86ed4787596cd20ca8f8ed05/5DF8147A/t51.2885-15/e35/s1080x1080/64242567_387400698546970_5775110707763659974_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=110,Seoul,Landmarks
Sungnyemun Gate (Namdaemun Gate),"Introduction
Sungnyemun Gate is Korea’s National Treasure No. 1, and its unofficial name is Namdaemun Gate. Sungnyemun Gate is the largest castle gate stone structure with an arched entrance in the middle. There’s a column on top of a platform, raising the roof, distinguishing the upper stories and lower stories of the building. Passageways for traffic are located at the east and west ends of the gate. Different from the other gates, Sungnyemun Gate’s tablet has its name written vertically.

On February 10, 2008, Sungnyemun was destroyed by fire. After a 5-year reconstruction work, the gate was re-opened to the public again as of May 4, 2013.","40 Sejong-daero, Namdaemunno 4(sa)-ga, Jung-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/87b1c9a5168ac6f0ef9454e5ab185fb1/5DF052DE/t51.2885-15/e35/36148830_310112819528528_1890175571795640320_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=108,Seoul,Historic sites
The War and Women's Human Rights Museum,"Introduction

The War Memorial of Korea, located in Yongsan-gu, Seoul, exhibits and preserve materials related to the Korean War and serves as a national moral educational venue. It was established to commemorate the noble sacrifice of patriotic martyrs by the War Memorial Service Korea Society on June 10, 1994. The museum houses approximately 33,000 artifacts with about 10,000 on display at an indoor and outside exhibition halls. There are six separate indoor halls, including Expeditionary Forces Room, Patriotic Memorial Room, War History Room, 6·25 Korean War Room, Development Hall and Large Machinery Room. The outdoor exhibition hall showcases large-sized weapons. Visitors of all ages from children to adults can also participate in 20 various educational programs and diverse cultural events such as military music and honor guard events, drawing contest, cultural event and more. The character of War Memorial of Korea is ‘Mudori’ featuring a helmet symbolizing the protection of the nation and a bay leaf meaning peace.","39-13 Seongsan-dong, Mapo-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/985593fdb99fef3b3959abe74b61bc3d/5E004CBA/t51.2885-15/e35/s1080x1080/68908648_672694413215279_3790723115216162336_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=111,Seoul,Historic sites
Korea Furniture Museum,"The Korea Furniture Museum is a unique museum that focuses only on traditional wooden furniture. The museum's collection boasts more than 2,500 pieces of traditional Korean furniture. Rather than exhibiting the collection behind glass in a regular museum set-up, the pieces are displayed in 10 hanok to show visitors how these pieces would have actually been used in daily life. Visitors must make reservations in advance to visit the museum. Reservations can be made online in English at the museum's website and the ticket includes a guided tour.","121 Daesagwan-ro, Seongbuk-dong, Seongbuk-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/9babf1b2defce851264c7b2f5e86b94a/5E3A5EC4/t51.2885-15/e35/p1080x1080/62221442_153885249073923_4189710406979407258_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=103,Seoul,Historic sites
Gocheok Sky Dome,"Gocheok Skydome is the largest capacity stadium in South Korea. In addition to sporting events, arts events such as concerts and awards ceremonies are also often held here.

The stadium was completed in September, 2015 and is a cultural sports complex that is open year round. During the baseball season, visitors can watch exciting games and enjoy Korean baseball culture. During the off-season, there are concerts and other cultural events held at Gocheok. The stadium's design is dome-shaped and there are 2 basement levels and 4 above-ground levels. Thanks to its ceiling cover, games and events are unaffected by weather conditions. There are baseball facilities, a swimming pool, gym, soccer field, basketball field and many other facilities open for public use. The stands have 18,000 seats, but for cultural events like concerts, audiences of 20,200 can be accommodated. Gocheok Skydome is the home stadium for the Nexen Heroes from 2016 to 2017.

Gocheok Skydome's size makes it one of the largest indoor concert venues in South Korea. The stadium has hosted many K-pop concerts and awards shows such as the KBS Music Awards and more.","Gyeongin-ro, Guro-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/9d5d227a8c8958d54cf7deaf64b10051/5E04844E/t51.2885-15/e35/67472917_493649204724530_4704852988594141641_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=102,Seoul,Attraction
Jamsil Baseball Stadium,"Introduction

Situated in Jamsil-dong (Songpa-gu), the Seoul Sports Complex was completed in December 1976. Seoul Olympic Stadium, the centerpiece of the Seoul Sports Complex (also called Jamsil Sports Complex) is surrounded by the housing complex for athletes, Jamsil Apartment Complex, Hangang River, and Tancheon Stream. Olympic Park is located 3.5km from the stadium.

Close to the Sports Complex Station (on Subway Line No. 2), the complex is easily accessible to the public. The complex is also home to a baseball stadium, two swimming centers, an indoor sports facility, a supplementary track field, and an indoor sports facility for students. A large park frequently hosts wedding ceremonies.

Seoul Olympic Stadium has hosted some of the biggest global sporting events including the 10th Asian Games and the 24th Seoul Olympics. Naturally, it has attracted millions of visitors to its various sporting events. In recent years, it has been a popular venue for giant concerts, events, and, of course, sporting events.","10 Jamsil-dong, Songpa-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/9dd25b7426c1b6e85963a4bdc5f1e457/5E0D5FDA/t51.2885-15/e35/13402352_501108586753415_2114457633_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=111,Seoul,Attraction
Namsangol Hanok Village,"Introduction
Namsangol Hanok Village opened in 1998 on the north side of Namsan Mountain in the center of the capital. This village has five restored traditional Korean houses, a pavilion, traditional garden, performance arts stage and a time capsule plaza, making it a perfect spot for both locals and tourists to take a leisure walk. Upon entering from the front gate, visitors will get a taste of the traditional life while escaping from the bustling city life of modern times. The traditional garden with its pavilion and the traditional houses create a peaceful ambiance before the forested Namsan Mountain. A time capsule commemorating Seoul’s 600 Year Anniversary was buried in 1994 at the highest point of the village and is scheduled to be reopened four hundred years later in 2394.

The five hanok houses were remodeled after the traditional houses of Joseon Dynasty and over a range of social classes, from peasants to aristocrats. The furniture in the houses is arranged to help guests understand the daily lives of the past, and the clean, traditional houses, as well as their antique items provide a great photo op. To protect these fragile heritages, only one of the hanok houses is open to the public. The house of Yoon-ssi of Okin-dong has been transformed into Yoon's Tearoom, where guests can enjoy traditional tea and refreshments.

Namsangol Hanok VIllage also has many traditional programs and activities to participate in. Traditional programs, such as, wearing hanbok, folding hanji (traditional Korean paper), writing in Korean, traditional tea ceremony, tradtional etiquette school and herbal medicine experience. There are also taekwondo performaces and other various performances around the village. You can also try tradtional games such as yutnori  (traditional board game). You can also tour around with a tour guide that can give helpful information about the history. 
","28 Toegye-ro 34-gil, Pil-dong, Jung-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/9fa804fa0e5467120dfcac96f7a0d8ec/5E117E7E/t51.2885-15/e35/69043298_169165394133794_1688244862706192055_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=102,Seoul,Historic sites
Coreana Cosmetics Museum,"The Coreana Cosmetics Museum is the only museum in Korea that exclusively deals with traditional Korean cosmetic culture. Established in November 2003 with the purpose of preserving and introducing traditional cosmetic culture, the museum has continued to grow through its exhibitions and research projects. The museum focuses on improving the understanding of the history and trends of Korean cosmetic culture through its permanent and special exhibitions featuring modern cosmetics as well as natural cosmetic materials, cosmetic containers, and makeup tools that were used from the Unified Silla period to modern times.","827 Eonju-ro, Apgujeong-dong, Gangnam-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/9ffb1a866d286841c6f5c9a5b38fdd1c/5E3CE28B/t51.2885-15/e35/68801637_1450543538417502_5686283492267623_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=106,Seoul,Attraction
The National Folk Museum of Korea,"Introduction
Located inside Gyeongbokgung Palace, the National Folk Museum of Korea presents historical artifacts that were used in the daily lives of Korean people in the past. Through the displays, visitors can learn about the domestic and agricultural lifestyles, as well as Korea’s cultural beliefs.

The National Folk Museum of Korea has three permanent exhibitions and two special exhibitions as well as a library, souvenir shop, and other subsidiary facilities.

Founding Organization
Ministry of Culture, Sports & Tourism

Managing Organization
National Folk Museum of Korea

Collections Status
Approximately 122,550 artifacts (as of January 2016)

Main Facilities
Children's museum, Traditional culture learning space, exhibition halls, planned exhibition halls, folk video room","37 Samcheong-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/ae4a2696b3b98ca3cb62f434e51328de/5DF49627/t51.2885-15/e35/11385225_769855986462510_166362902_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=106,Seoul,Historic sites
Deoksugung Palace,"Introduction
Located at the corner of Seoul's busiest downtown intersection, Deoksugung Palace is famous for its elegant stone-wall road. It is also the only palace that sits alongside a series of western style buildings that add to the uniqueness of the surrounding scenery. Deoksugung Palace originally belonged to Wolsandaegun (1454-1488), the older brother of King Seongjong (1469-1494) of the Joseon Dynasty. It became a proper palace when Gwanghaegun (1575-1641) ascended to the throne and gave this royal residence the name Gyeongungung Palace in 1611. Over the following decades, the palace alternated between being an official palace and a temporary residence. The name did not official change to Deoksugung Palace, meaning the “palace of virtuous longevity,” until 1907. While the palace incompassed a vast area with many buildings, the current palace grounds are just a small shadow of the prior splendor, with very few structures remaining.

Upon entering Deoksugung Palace through Daehanmun Gate, visitors will cross the wide bridge of Geumcheon Stream. The king's carriage would pass over this bridge during ancient times. The legal building Junghwajeon Hall is very stately, revealing its long history. The Jeukjodang Building received its name from Gwanghaegun and In-Jo, who both ascended to the throne here. The front sign on Jeukjodang was written personally by Gojong (26th king of the Joseon Dynasty, r. 1863-1907) in 1905 after he became king. Hamnyeongjeon Hall was where Gojong slept, named with the meaning of wishing for lasting peace for Gojong. The East Wing served as the king’s room, and the west wing was for the queen.

Jeonggwanheon Hall was the first Western-style building built in the palace, completed in 1900. Gojong enjoyed drinking coffee and spending his free time here. The back of the building had secret passageways to the Russian Emissary, which still exist today. Seokjojeon Hall is the other Western-style building that still remains in Deoksugung Palace, and it was in the process of being built by a British man for his company, when in 1905 the property rights were transferred to Japan. It was finally completed in 1910. After Gojong’s death, Seokjojeon Hall became a Japanese art gallery open to the public. After the Korean Declaration of Independence, the American-Russian joint commission was held here as well in May 1946. The east wing of Seokjogwan Hall now serves as a palace treasure exhibition, and the west wing is used as part of the National Modern Art Center.

Junghwajeon Hall was the center of politics during the Korean Empire and served as the backdrop to critical discussions on national affairs among the country’s leaders. The elaborateness of the hall’s interior is said to reflect the confidence of King Gojong in his ability to effectively lead the country into the 20th century. One of the most striking parts of the building is the pair of dragons that decorates the canopy above the throne of the king. These dragons can also be seen on the ceiling of Junghwajeon Hall and were representative designs of Deoksugung Palace, the imperial palace at that time. Though Junghwajeon Hall was originally built in 1902 as a multi-roofed building, it was redesigned as a single-roofed building in 1906 after it caught on fire two years before that.","99 Sejong-daero, Jeong-dong, Jung-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/ba09166bdc367bda207a07215f7b90eb/5E09675E/t51.2885-15/e35/55899991_2492363154107716_4048448991549858595_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=104,Seoul,Landmarks
